Date,Subject,RootDirectory,Directory,Tag,StimulusSuite,Weight,Chamber,Rig,Electrode,Lens,oe2dat,StimulusProtocols,SpikeSorting,LfpPhaseCorrection,numChannels,numUnits,ElectrodeManufacturer,ImportFun,Eyetracker,numSingleUnit,GratingSubspace,shank,retx,rety,retc1,retc2,retc4,deadChan
12_19_19,Ellie,PSA,Ellie_2019-12-19_12-01-08_neuronexus_D17,ellie_20191219,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12_20_19,Ellie,PSA,Ellie_2019-12-20_11-28-31_neuronexus_D18,ellie_20191220,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12_23_19,Ellie,PSA,Ellie_2019-12-23_11-32-56_neuronexus_D21,ellie_20191223,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12_24_19,Ellie,PSA,Ellie_2019-12-24_12-07-56_neuronexus_D22,ellie_20191224,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12_26_19,Ellie,PSA,Ellie_2019-12-26_11-56-40_neuronexus_D24,ellie_20191226,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12_27_19,Ellie,PSA,Ellie_2019-12-27_12-06-25_neuronexus_D25,ellie_20191227,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12_30_19,Ellie,PSA,Ellie_2019-12-30_11-48-34_neuronexus_D28,ellie_20191230,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12_31_19,Ellie,PSA,Ellie_2019-12-31_11-03-40_neuronexus_D29,ellie_20191231,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_2_20,Ellie,PSA,Ellie_2020-01-02_11-32-23_neuronexus_D31,ellie_20200102,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_3_20,Ellie,PSA,Ellie_2020-01-03_10-22-12_neuronexus_D32,ellie_20200103,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_7_20,Ellie,PSA,Ellie_2020-01-07_11-10-48_neuronexus_D36,ellie_20200107,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_9_20,Ellie,PSA,Ellie_2020-01-09_11-26-26_neuronexus_D39,ellie_20200109,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_15_20,Ellie,PSA,Ellie_2020-01-15_11-57-43_neuronexus_D44,ellie_20200115,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_18_20,Ellie,PSA,Ellie_2020-01-18_11-08-17_Neuronexus_D3,ellie_20200118,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_19_17,Ellie,PSA,Ellie_2020-01-19_10-53-28_Neuronexus_D4,ellie_20200119,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_20_20,Ellie,PSA,Ellie_2020-01-20_12-48-38_Neuronexus_D5,ellie_20200120,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_21_20,Ellie,PSA,Ellie_2020-01-21_12-03-37_Neuronexus_D6,ellie_20200121,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_23_20,Ellie,PSA,Ellie_2020-01-23_11-49-04_Neuronexus_D8,ellie_20200123,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1_27_20,Ellie,PSA,Ellie_2020-01-27_09-34-18_Neuronexus_D12,ellie_20200127,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2_11_20,Ellie,PSA,Ellie_2020-02-12_12-05-05_Neuronexus_D2,ellie_20200212,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2_25_20,Ellie,PSA,Ellie_2020-02-25_10-44-25_Neuronexus_D2,ellie_20200225,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2_26_20,Ellie,PSA,Ellie_2020-02-26_11-29-14_Neuronexus_D3,ellie_20200226,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2_27_20,Ellie,PSA,Ellie_2020-02-27_11-28-47_Neuronexus_D4,ellie_20200227,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3_07_20,Milo,PSA,Milo_2020-03-07_09-41-51_Neuronexus_D2,milo_20200307,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3_08_20,Milo,PSA,Milo_2020-03-08_10-34-27_Neuronexus_D3,milo_20200308,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3_09_20,Milo,PSA,Milo_2020-03-09_10-29-22_Neuronexus_D4,milo_20200309,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3_11_20,Milo,PSA,Milo_2020-03-11_10-40-52_Neuronexus_D2,milo_20200311,NaN,NaN,"MT",NaN,NaN,NaN,NaN,"NaN",Kilo,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
